,interest 3mo,interest 6mo,interest 1yr,interest 10yr,deflator inflation - 3mo actual,deflator inflation - 6mo actual,deflator inflation - 1yr actual,cpi inflation - 3mo actual,cpi inflation - 6mo actual,cpi inflation - 1yr actual,cpi inflation - 10yr actual,cpi inflation - 1yr forecast,cpi inflation - 3mo forecast,cpi inflation - 6mo forecast,deflator inflation - 1yr forecast,cpi inflation - 10yr forecast,deflator inflation - 3mo forecast,deflator inflation - 6mo forecast
1997-10-01,5.09,5.166666666666667,5.483333333333333,5.906666666666666,74.824,0.7644606008767152,1.0918956484550435,161.66666666666666,1.0721649484536133,1.525773195876301,2.647724176646893,2.599975633519591,2.5,2.549987810823273,2.29681978798586,2.65,2.2508833922261218,2.2597173144876415
1998-01-01,5.053333333333334,5.046666666666667,5.3133333333333335,5.586666666666666,74.933,1.3345255094550978,1.3251838308889097,162.0,1.6872427983539051,1.6872427983539051,2.735449612681773,2.2623814674845644,2.0,2.14988986778204,2.2338357044192847,2.6,2.0341190030001677,2.0042054882501326
1998-04-01,4.976666666666667,5.1066666666666665,5.41,5.596666666666667,75.11,1.413926241512442,1.452536280122474,162.53333333333333,1.9688269073010467,2.112387202625099,2.8325075051987447,2.4499389945901173,2.3,2.349987787004637,2.048297627315332,2.5,1.9234657547492873,1.990277179502975
1998-07-01,4.823333333333333,4.87,5.093333333333334,5.203333333333333,75.433,1.3071202258958081,1.3641244548141973,163.36666666666667,1.673127933074836,2.346459906141596,2.9351128375898483,2.4749908484497984,2.4,2.449987798925579,2.034489783265281,2.5,1.7306891756640574,1.808632188692938
1998-10-01,4.253333333333334,4.29,4.39,4.67,75.641,1.480678468026575,1.6287463148292547,164.13333333333333,2.2339561332250124,2.6198212835093493,2.654665218192598,2.3124488157959977,2.15,2.2249724871569843,1.8525307761282361,2.5,1.6290256324179353,1.8021758623278927
1999-01-01,4.406666666666667,4.413333333333333,4.663333333333334,4.983333333333333,75.926,1.4119010615599503,1.9360956721017786,164.73333333333332,2.994738972076094,3.2577903682719622,2.548465340550088,2.1749479699062935,2.0,2.0999510283917777,1.544592164192271,2.3,1.311845399724909,1.5199069012942434
1999-04-01,4.453333333333333,4.583333333333333,4.88,5.539999999999999,76.201,1.7637563811498946,2.1836983766617246,165.96666666666667,2.972484434625411,3.2938341032335616,2.5267738220524194,2.200000000000002,2.2,2.200000000000002,1.7404826962106545,2.5,1.5146855973079631,1.7237895254746505
1999-07-01,4.6499999999999995,4.776666666666666,5.16,5.883333333333333,76.462,2.443043603358541,2.4155789804085614,167.2,3.4688995215311103,3.4688995215311103,2.5384814312404913,2.3787189731069303,2.3,2.3074997250934537,1.867468300228059,2.5,1.6323962493336452,1.8421259601688167
1999-10-01,5.043333333333333,5.206666666666667,5.6066666666666665,6.140000000000001,76.873,2.5808801529795478,2.4065666749053527,168.43333333333334,3.562240253314819,3.4434989115377013,2.5430051877606275,2.5249908588602876,2.5,2.499999999999991,1.8129770992366456,2.5,1.7671755725190863,1.732824427480928
2000-01-01,5.5200000000000005,5.69,6.1866666666666665,6.4799999999999995,77.396,2.359295054007937,2.336038038141486,170.1,3.4097589653145466,3.4097589653145244,2.4598615105939636,2.4624916116681606,2.45,2.4249969489870127,1.9881404174572959,2.5,1.696394686906988,1.9269449715369813
2000-04-01,5.713333333333334,5.96,6.216666666666666,6.176666666666667,77.865,2.203814293970341,2.3348102485070577,171.4333333333333,3.26657592844648,3.324907641454433,2.3777608131272387,2.6062250610273896,2.5,2.549987810823273,2.2150234741783903,2.5,2.043192488262857,2.065727699530484
2000-07-01,6.016666666666667,6.016666666666667,6.13,5.8933333333333335,78.309,2.2858164451084573,2.164502164502169,173.0,3.3526011560693902,2.678227360308272,2.3156993171723705,2.7124733727986516,2.75,2.7749969593772406,2.3743016759776525,2.5,2.2346368715083997,2.402234636871503
2000-10-01,6.016666666666667,5.926666666666667,5.8999999999999995,5.566666666666667,78.723,2.438931443161474,1.9625776456689836,174.23333333333335,3.328869332312978,1.87488042854409,2.325363368084865,2.6749665294551805,2.8,2.7499878345491613,2.259499536607956,2.5,2.224281742353984,2.2947173308619284
2001-01-01,4.816666666666667,4.646666666666667,4.596666666666667,5.05,79.204,2.0200999949497866,1.6779455583051384,175.9,1.9708167519423725,1.231760469964005,2.336380965818652,2.487485513176102,2.5,2.499999999999991,2.121771217712176,2.5,1.881918819188133,2.128228782287822
2001-04-01,3.66,3.6400000000000006,3.78,5.27,79.683,1.468318210910713,1.4281590803558952,177.13333333333335,0.41400075272863823,1.3172751223183843,2.3798244636754617,2.512497714065076,2.5,2.499999999999991,2.0695970695970622,2.5,1.831501831501825,2.0146520146520075
2001-07-01,3.17,3.1233333333333335,3.3033333333333332,4.98,80.004,1.322433878306084,1.4874256287185528,177.63333333333333,0.4878964158379073,1.5762807280915725,2.416852501346334,2.599975633519591,2.5,2.549987810823273,2.0890559161826694,2.5,1.9587746270356199,2.0389477280491786
2001-10-01,1.906666666666667,1.9266666666666667,2.2433333333333336,4.7700000000000005,80.268,1.377884088304171,1.7267155030647352,177.5,2.215962441314545,2.2535211267605604,2.469470664386275,2.149810417266451,1.9,1.9999509803803717,1.7377495462794768,2.55,1.8148820326678639,1.7604355716878572
